Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
kizuna-a5-squares,Kizuna A5 Squares,"<p>Kizuna A5 Squares by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907322786,8851907322786,200,,deny,manual,19.0,TRUE,TRUE,active
kizuna-a5-wppa-504,Kizuna A5 WPPA-504,"<p>Kizuna A5 WPPA-504 by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907322779,8851907322779,200,,deny,manual,19.0,TRUE,TRUE,active
sooofa,Sooofa,"<p>Sooofa by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Notebooks & Books,"Notebooks & Books, Notebook, Kokuyo",TRUE,Title,Default Title,4901480395371,4901480395371,200,,deny,manual,60.0,TRUE,TRUE,active
mellow-ring-with-index,Mellow Ring with Index,"<p>Mellow Ring with Index by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907330521,8851907330521,200,,deny,manual,39.5,TRUE,TRUE,active
kizuna-wppb-502-grid,Kizuna WPPB-502 Grid,"<p>Kizuna WPPB-502 Grid by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907322861,8851907322861,200,,deny,manual,25.0,TRUE,TRUE,active
kizuna-wppb-502,Kizuna WPPB-502,"<p>Kizuna WPPB-502 by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907322854,8851907322854,200,,deny,manual,20.0,TRUE,TRUE,active
kizuna-series-b5-wppb-504,Kizuna Series B5 WPPB-504,"<p>Kizuna Series B5 WPPB-504 by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907322847,8851907322847,200,,deny,manual,25.0,TRUE,TRUE,active
notebook-wpp-121t,Notebook WPP-121T,"<p>Notebook WPP-121T by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907277246,8851907277246,200,,deny,manual,14.0,TRUE,TRUE,active
kokuyo-snoopy,Kokuyo Snoopy,"<p>Kokuyo Snoopy by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Notebooks & Books,"Notebooks & Books, Notebook, Kokuyo",TRUE,Title,Default Title,4901770035765,4901770035765,200,,deny,manual,30.0,TRUE,TRUE,active
begin-elephant,Begin Elephant,"<p>Begin Elephant by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907330552,8851907330552,200,,deny,manual,18.0,TRUE,TRUE,active
snoopy,Snoopy,"<p>Snoopy. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Notebooks & Books,"Notebooks & Books, Notebook, Origin: Thailand",TRUE,Title,Default Title,8859683100635,8859683100635,200,,deny,manual,19.0,TRUE,TRUE,active
kokuyo-snoopy-2,Kokuyo Snoopy,"<p>Kokuyo Snoopy by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Notebooks & Books,"Notebooks & Books, Notebook, Kokuyo",TRUE,Title,Default Title,6937748346296,6937748346296,200,,deny,manual,30.5,TRUE,TRUE,active
notebook-a5,Notebook A5,"<p>Notebook A5. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Notebooks & Books,"Notebooks & Books, Notebook, Origin: Thailand",TRUE,Title,Default Title,14534225,14534225,200,,deny,manual,4.0,TRUE,TRUE,active
brunch-brother,Brunch Brother,"<p>Brunch Brother. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Notebooks & Books,"Notebooks & Books, Notebook, Origin: Thailand",TRUE,Title,Default Title,8809694716059,8809694716059,200,,deny,manual,15.0,TRUE,TRUE,active
happiness-notebook,Happiness Notebook,"<p>Happiness Notebook. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Notebooks & Books,"Notebooks & Books, Notebook, Origin: Thailand",TRUE,Title,Default Title,8850944002187,8850944002187,200,,deny,manual,10.0,TRUE,TRUE,active
notebook-cat,Notebook Cat,"<p>Notebook Cat by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907257835,8851907257835,200,,deny,manual,10.0,TRUE,TRUE,active
notebook-a5-2,Notebook A5,"<p>Notebook A5. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Notebooks & Books,"Notebooks & Books, Notebook, Origin: Thailand",TRUE,Title,Default Title,14534232,14534232,200,,deny,manual,8.0,TRUE,TRUE,active
catmemo,Catmemo,"<p>Catmemo by Double A. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Double A,Stickers & Sticky Notes,"Stickers & Sticky Notes, Sticky Note, Double A",TRUE,Title,Default Title,8858741761399,8858741761399,200,,deny,manual,9.0,TRUE,TRUE,active
saxa-poche,Saxa Poche,"<p>Saxa Poche by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Desk & Tools,"Desk & Tools, Scissors, Kokuyo",TRUE,Title,Default Title,4901480351537,4901480351537,200,,deny,manual,65.0,TRUE,TRUE,active
portable-scissors,Portable Scissors,"<p>Portable Scissors by Campus. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Campus,Desk & Tools,"Desk & Tools, Scissors, Campus",TRUE,Title,Default Title,4901480436876,4901480436876,200,,deny,manual,80.0,TRUE,TRUE,active
eraser,Eraser,"<p>Eraser by Campus. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Campus,Desk & Tools,"Desk & Tools, Eraser, Campus",TRUE,Title,Default Title,4901480436654,4901480436654,200,,deny,manual,30.0,TRUE,TRUE,active
elephant,Elephant,"<p>Elephant by Galaxy Pastel. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Galaxy Pastel,Desk & Tools,"Desk & Tools, Eraser, Galaxy Pastel",TRUE,Title,Default Title,8851907314569,8851907314569,200,,deny,manual,12.0,TRUE,TRUE,active
karu-cut,Karu CUT-,"<p>Karu CUT-. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Desk & Tools,"Desk & Tools, Tape, Origin: Thailand",TRUE,Title,Default Title,4901480335735,4901480335735,200,,deny,manual,34.0,TRUE,TRUE,active
kokuyo,Kokuyo,"<p>Kokuyo by Campus. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Campus,Desk & Tools,"Desk & Tools, Eraser, Campus",TRUE,Title,Default Title,4901480409979,4901480409979,200,,deny,manual,14.0,TRUE,TRUE,active
elephant-correction-tape,Elephant Correction Tape,"<p>Elephant Correction Tape by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Desk & Tools,"Desk & Tools, Correction Tape, Elephant",TRUE,Title,Default Title,8851907313791,8851907313791,200,,deny,manual,13.5,TRUE,TRUE,active
campus-correction-tape,Campus Correction Tape,"<p>Campus Correction Tape by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Desk & Tools,"Desk & Tools, Correction Tape, Kokuyo",TRUE,Title,Default Title,6937748332749,6937748332749,200,,deny,manual,16.0,TRUE,TRUE,active
fis-metal-sharpener,Fis Metal Sharpener,"<p>Fis Metal Sharpener by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Pens & Pencils,"Pens & Pencils, Sharpener, Fis",TRUE,Title,Default Title,6291019094812,6291019094812,200,,deny,manual,1.25,TRUE,TRUE,active
fis-cutter-knife,Fis Cutter Knife,"<p>Fis Cutter Knife by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Desk & Tools,"Desk & Tools, Cutter Knife, Fis",TRUE,Title,Default Title,6291019911461,6291019911461,200,,deny,manual,3.5,TRUE,TRUE,active
pet-sticky-note,Pet Sticky Note,"<p>Pet Sticky Note by Moshi Moshi. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Moshi Moshi,Stickers & Sticky Notes,"Stickers & Sticky Notes, Sticky Note, Moshi Moshi",TRUE,Title,Default Title,1400000093474,1400000093474,200,,deny,manual,8.0,TRUE,TRUE,active
kw-trio-stapler,Kw-trio Stapler,"<p>Kw-trio Stapler by Kw.Trio. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kw.Trio,Desk & Tools,"Desk & Tools, Stapler, Kw.Trio",TRUE,Title,Default Title,4714218080414,4714218080414,200,,deny,manual,6.0,TRUE,TRUE,active
begin-elephant-2,Begin Elephant,"<p>Begin Elephant by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Stick Note, Elephant",TRUE,Title,Default Title,8851907336905,8851907336905,200,,deny,manual,18.0,TRUE,TRUE,active
stick-up-glue-stick,Stick Up Glue Stick,"<p>Stick Up Glue Stick by Stick Up. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Stick Up,Desk & Tools,"Desk & Tools, Glue, Stick Up",TRUE,Title,Default Title,16921734946581,16921734946581,200,,deny,manual,2.0,TRUE,TRUE,active
campus-word-cards,Campus Word Cards,"<p>Campus Word Cards by Campus. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Campus,Learning & Activity,"Learning & Activity, Word Cards, Campus",TRUE,Title,Default Title,4901480163086,4901480163086,200,,deny,manual,14.0,TRUE,TRUE,active
everyo-gel-pen,Everyo Gel Pen,"<p>Everyo Gel Pen by Deli. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Deli,Pens & Pencils,"Pens & Pencils, Gel Pen, Deli",TRUE,Title,Default Title,6941798442792,6941798442792,200,,deny,manual,2.0,TRUE,TRUE,active
elephant-weekly-plan,Elephant Weekly Plan,"<p>Elephant Weekly Plan by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Planners & Diaries,"Planners & Diaries, Weekly Plan, Elephant",TRUE,Title,Default Title,8851907325442,8851907325442,200,,deny,manual,10.0,TRUE,TRUE,active
elephant-to-do-list,Elephant to Do List,"<p>Elephant to Do List by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Planners & Diaries,"Planners & Diaries, To Do List, Elephant, needs-price",FALSE,Title,Default Title,8851907325459,8851907325459,200,,deny,manual,0,TRUE,TRUE,draft
everyo-gel-pen-2,Everyo Gel Pen,"<p>Everyo Gel Pen by Deli. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Deli,Pens & Pencils,"Pens & Pencils, Gel Pen, Deli",TRUE,Title,Default Title,6941798442815,6941798442815,200,,deny,manual,2.0,TRUE,TRUE,active
everyo-gel-pen-3,Everyo Gel Pen,"<p>Everyo Gel Pen by Deli. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Deli,Pens & Pencils,"Pens & Pencils, Gel Pen, Deli",TRUE,Title,Default Title,6942233650567,6942233650567,200,,deny,manual,2.0,TRUE,TRUE,active
sticky-note,Sticky Note,"<p>Sticky Note. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Sticky Note, Origin: Thailand",TRUE,Title,Default Title,6955331399238,6955331399238,200,,deny,manual,15.0,TRUE,TRUE,active
elephant-weeky-plan,Elephant Weeky Plan,"<p>Elephant Weeky Plan by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Planners & Diaries,"Planners & Diaries, Weekly Plan, Elephant",TRUE,Title,Default Title,8851907325435,8851907325435,200,,deny,manual,10.0,TRUE,TRUE,active
elephant-monthly-plan,Elephant Monthly Plan,"<p>Elephant Monthly Plan by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Planners & Diaries,"Planners & Diaries, Monthly Plan, Elephant",TRUE,Title,Default Title,8851907325428,8851907325428,200,,deny,manual,10.0,TRUE,TRUE,active
campus-note-book,Campus Note Book,"<p>Campus Note Book by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Notebooks & Books,"Notebooks & Books, Note Book, Kokuyo",TRUE,Title,Default Title,6937748341093,6937748341093,200,,deny,manual,25.0,TRUE,TRUE,active
bx-v5,BX-V5,"<p>BX-V5 by Pilot. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Pilot,Pens & Pencils,"Pens & Pencils, Black Pen, Pilot",TRUE,Title,Default Title,4902505040177,4902505040177,200,,deny,manual,5.0,TRUE,TRUE,active
bx-v5-2,BX-V5,"<p>BX-V5 by Pilot. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Pilot,Pens & Pencils,"Pens & Pencils, Blue Pen, Pilot",TRUE,Title,Default Title,4902505040191,4902505040191,200,,deny,manual,5.0,TRUE,TRUE,active
bx-v5-3,BX-V5,"<p>BX-V5 by Pilot. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Pilot,Pens & Pencils,"Pens & Pencils, Red Pen, Pilot",TRUE,Title,Default Title,4902505040184,4902505040184,200,,deny,manual,5.0,TRUE,TRUE,active
bx-v5-4,BX-V5,"<p>BX-V5 by Pilot. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Pilot,Pens & Pencils,"Pens & Pencils, Green Pen, Pilot",TRUE,Title,Default Title,4902505040207,4902505040207,200,,deny,manual,5.0,TRUE,TRUE,active
big-ideas-start-small,Big Ideas Start Small,"<p>Big Ideas Start Small by Double A. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Double A,Stickers & Sticky Notes,"Stickers & Sticky Notes, Note Pack, Double A",TRUE,Title,Default Title,8858741764871,8858741764871,200,,deny,manual,15.0,TRUE,TRUE,active
elephant-2,Elephant,"<p>Elephant by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Planners & Diaries,"Planners & Diaries, To Do List, Elephant",TRUE,Title,Default Title,8851907325466,8851907325466,200,,deny,manual,5.0,TRUE,TRUE,active
uhu-stick,Uhu Stick,"<p>Uhu Stick by Uhu. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Uhu,Desk & Tools,"Desk & Tools, Glue, Uhu",TRUE,Title,Default Title,40267609,40267609,200,,deny,manual,3.0,TRUE,TRUE,active
saxa-poche-2,Saxa Poche,"<p>Saxa Poche by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Desk & Tools,"Desk & Tools, Purple Sisors, Kokuyo",TRUE,Title,Default Title,4901480351544,4901480351544,200,,deny,manual,65.0,TRUE,TRUE,active
saxa-poche-3,Saxa Poche,"<p>Saxa Poche by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Desk & Tools,"Desk & Tools, Black Sisors, Kokuyo",TRUE,Title,Default Title,4901480351506,4901480351506,200,,deny,manual,65.0,TRUE,TRUE,active
saxa-poche-4,Saxa Poche,"<p>Saxa Poche by Kokuyo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Kokuyo,Desk & Tools,"Desk & Tools, Blue Sisors, Kokuyo",TRUE,Title,Default Title,4901480351513,4901480351513,200,,deny,manual,65.0,TRUE,TRUE,active
lego-pencil-box,Lego Pencil Box,"<p>Lego Pencil Box by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Learning & Activity,"Learning & Activity, Pencil Box, Lego",TRUE,Title,Default Title,4895028537074,4895028537074,200,,deny,manual,40.0,TRUE,TRUE,active
lego-10pcs-marker,Lego 10PCS Marker,"<p>Lego 10PCS Marker by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Learning & Activity,"Learning & Activity, Markers, Lego",TRUE,Title,Default Title,4895028516857,4895028516857,200,,deny,manual,47.0,TRUE,TRUE,active
catmo-sticky-note,Catmo Sticky Note,"<p>Catmo Sticky Note by Catmemo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Catmemo,Stickers & Sticky Notes,"Stickers & Sticky Notes, Sticky Note, Catmemo",TRUE,Title,Default Title,8858741761405,8858741761405,200,,deny,manual,9.0,TRUE,TRUE,active
basic-the-dinosaur-color-pencil,Basic the Dinosaur Color Pencil,"<p>Basic the Dinosaur Color Pencil by Basic. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Basic,Pens & Pencils,"Pens & Pencils, Color Pencil, Basic",TRUE,Title,Default Title,6937777168005,6937777168005,200,,deny,manual,6.5,TRUE,TRUE,active
begin-elephant-3,Begin Elephant,"<p>Begin Elephant by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Stick Note, Elephant",TRUE,Title,Default Title,8851907330545,8851907330545,200,,deny,manual,18.0,TRUE,TRUE,active
begin-elephant-4,Begin Elephant,"<p>Begin Elephant by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Stick Note, Elephant",TRUE,Title,Default Title,8851907330545,8851907330545,200,,deny,manual,18.0,TRUE,TRUE,active
lego-3pcs-marker,Lego 3PCS Marker,"<p>Lego 3PCS Marker by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Learning & Activity,"Learning & Activity, Markers, Lego",TRUE,Title,Default Title,4895028516857,4895028516857,200,,deny,manual,47.0,TRUE,TRUE,active
lego-note-book,Lego Note Book,"<p>Lego Note Book by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Pen, Lego",TRUE,Title,Default Title,4895028535018,4895028535018,200,,deny,manual,94.0,TRUE,TRUE,active
lego-note-book-2,Lego Note Book,"<p>Lego Note Book by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Learning & Activity,"Learning & Activity, Note Book, Lego",TRUE,Title,Default Title,4895028536190,4895028536190,200,,deny,manual,66.0,TRUE,TRUE,active
lego-note-book-3,Lego Note Book,"<p>Lego Note Book by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Learning & Activity,"Learning & Activity, Note Book, Lego",TRUE,Title,Default Title,4895028535964,4895028535964,200,,deny,manual,66.0,TRUE,TRUE,active
lego-coloring-pencil-12pcs,Lego Coloring Pencil 12PCS,"<p>Lego Coloring Pencil 12PCS by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Learning & Activity,"Learning & Activity, Coloring Pencil, Lego",TRUE,Title,Default Title,4895028537067,4895028537067,200,,deny,manual,56.0,TRUE,TRUE,active
lego-note-book-and-pen,Lego Note Book and Pen,"<p>Lego Note Book and Pen by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Pen Pink, Lego",TRUE,Title,Default Title,4895028535636,4895028535636,200,,deny,manual,113.0,TRUE,TRUE,active
lego-note-book-and-pen-2,Lego Note Book and Pen,"<p>Lego Note Book and Pen by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Pen Red, Lego",TRUE,Title,Default Title,4895028535643,4895028535643,200,,deny,manual,113.0,TRUE,TRUE,active
lego-note-book-and-pen-3,Lego Note Book and Pen,"<p>Lego Note Book and Pen by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Pen Black, Lego",TRUE,Title,Default Title,4895028535674,4895028535674,200,,deny,manual,113.0,TRUE,TRUE,active
lego-note-book-and-pen-4,Lego Note Book and Pen,"<p>Lego Note Book and Pen by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Pen Blue, Lego",TRUE,Title,Default Title,4895028535629,4895028535629,200,,deny,manual,113.0,TRUE,TRUE,active
lego-note-book-and-pen-5,Lego Note Book and Pen,"<p>Lego Note Book and Pen by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Gift Sets & Bundles,"Gift Sets & Bundles, Note Book And Pen, Lego",TRUE,Title,Default Title,4895028536978,4895028536978,200,,deny,manual,65.0,TRUE,TRUE,active
lego-3pcs-pen,Lego 3PCS Pen,"<p>Lego 3PCS Pen by Lego. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Lego,Learning & Activity,"Learning & Activity, 3Pcs Pen, Lego",TRUE,Title,Default Title,4895028515133,4895028515133,200,,deny,manual,47.0,TRUE,TRUE,active
